./testme 
2 
argumentSet = 2
Iteration 1: c = t, s = }re] , state = 0
Iteration 31915: c = ], s = r{e[(, state = 9
Iteration 31916: c = t, s = ee}]e, state = 9
Iteration 31917: c = [, s = t( r(, state = 9
Iteration 31918: c = {, s = s{aa , state = 9
Iteration 31919: c = e, s = a( ) , state = 9
Iteration 31920: c = ], s = {{tt{, state = 9
Iteration 31921: c =  , s = (([re, state = 9
Iteration 31922: c = e, s = ss( ), state = 9
Iteration 31923: c = a, s = x))r[, state = 9
Iteration 31924: c = e, s = r}(t[, state = 9
Iteration 31925: c = a, s = ){}ra, state = 9
Iteration 31926: c = s, s = txtt(, state = 9
Iteration 31927: c = r, s = strt{, state = 9
Iteration 31928: c =  , s = ae[[], state = 9
Iteration 31929: c = [, s = tar{x, state = 9
Iteration 31930: c = r, s = )[t{s, state = 9
Iteration 31931: c = x, s = {et{s, state = 9
Iteration 31932: c = [, s = [r(es, state = 9
Iteration 31933: c = x, s = {aa{a, state = 9
Iteration 31934: c = [, s = xxa ], state = 9
Iteration 31935: c = e, s = tat[], state = 9
Iteration 31936: c = e, s = xs)a{, state = 9
Iteration 31937: c = x, s = }{ r(, state = 9
Iteration 31938: c =  , s = a})]e, state = 9
Iteration 31939: c = [, s = ]a]{), state = 9
Iteration 31940: c =  , s = t))[), state = 9
Iteration 31941: c = a, s = e{{}], state = 9
Iteration 31942: c = a, s = [arx[, state = 9
Iteration 31943: c = t, s = r}xx{, state = 9
Iteration 31944: c =  , s = ]e) (, state = 9
Iteration 31945: c = {, s = }[s{{, state = 9
Iteration 31946: c = ), s = }(rs), state = 9
Iteration 31947: c = ), s = ars{a, state = 9
Iteration 31948: c = s, s = {{)r), state = 9
Iteration 31949: c = r, s = t{]r), state = 9
Iteration 31950: c = e, s = [[tsa, state = 9
Iteration 31951: c = {, s = )[ as, state = 9
Iteration 31952: c = [, s = [ass), state = 9
Iteration 31953: c = {, s = sraxx, state = 9
Iteration 31954: c = (, s = () tx, state = 9
Iteration 31955: c = s, s = rx[ex, state = 9
Iteration 31956: c = ), s = tt)xx, state = 9
Iteration 31957: c = ), s = xxsx , state = 9
Iteration 31958: c = x, s = ]a (r, state = 9
Iteration 31959: c = s, s = {[x]t, state = 9
Iteration 31960: c = t, s = }e}]), state = 9
Iteration 31961: c = s, s = art[ , state = 9
Iteration 31962: c = ), s = )]t]{, state = 9
Iteration 31963: c = x, s = {es}t, state = 9
Iteration 31964: c = ), s = } r[s, state = 9
Iteration 31965: c = e, s = t})xa, state = 9
Iteration 31966: c = a, s = x]{}r, state = 9
Iteration 31967: c = x, s = [x{{[, state = 9
Iteration 31968: c = a, s = )xax[, state = 9
Iteration 31969: c = x, s = (}]s}, state = 9
Iteration 31970: c = ), s = ])[xt, state = 9
Iteration 31971: c = }, s = s}{{t, state = 9
Iteration 31972: c = s, s = ){ sa, state = 9
Iteration 31973: c = }, s = {[[}), state = 9
Iteration 31974: c = [, s = se}r], state = 9
Iteration 31975: c = (, s =  }]x[, state = 9
Iteration 31976: c = r, s = t[a {, state = 9
Iteration 31977: c = x, s = (r)}), state = 9
Iteration 31978: c = s, s = (s[(), state = 9
Iteration 31979: c = ), s = ()xr , state = 9
Iteration 31980: c = {, s = t]e)(, state = 9
Iteration 31981: c = e, s = x{erx, state = 9
Iteration 31982: c = t, s = {]es(, state = 9
Iteration 31983: c = }, s = exxe}, state = 9
Iteration 31984: c = t, s = )]}t}, state = 9
Iteration 31985: c = t, s =  })({, state = 9
Iteration 31986: c = e, s = []ts}, state = 9
Iteration 31987: c = }, s = te(er, state = 9
Iteration 31988: c = x, s = x]ee), state = 9
Iteration 31989: c = x, s = s([){, state = 9
Iteration 31990: c = r, s = }}{{r, state = 9
Iteration 31991: c = a, s = [r((r, state = 9
Iteration 31992: c = e, s = ]r)s], state = 9
Iteration 31993: c = x, s = x[{a[, state = 9
Iteration 31994: c = e, s = e[[t), state = 9
Iteration 31995: c = x, s = ]{[tx, state = 9
Iteration 31996: c = r, s = a)))], state = 9
Iteration 31997: c = a, s = a [ta, state = 9
Iteration 31998: c = e, s = }rtr , state = 9
Iteration 31999: c = (, s = ][{]t, state = 9
Iteration 32000: c = s, s = [e {r, state = 9
Iteration 32001: c = ], s = s{a}e, state = 9
Iteration 32002: c = t, s = t( ({, state = 9
Iteration 32003: c = r, s = srxtx, state = 9
Iteration 32004: c = ], s = ({e e, state = 9
Iteration 32005: c = t, s = ([r}{, state = 9
Iteration 32006: c = ), s =   e)s, state = 9
Iteration 32007: c = ), s = )eets, state = 9
Iteration 32008: c = [, s = ]sr[e, state = 9
Iteration 32009: c =  , s = ssxe , state = 9
Iteration 32010: c = a, s = rx}x[, state = 9
Iteration 32011: c = r, s = {a(ts, state = 9
Iteration 32012: c = t, s = ]xrxa, state = 9
Iteration 32013: c = r, s = xt) {, state = 9
Iteration 32014: c = }, s = ]{x{t, state = 9
Iteration 32015: c = ], s = )r{[ , state = 9
Iteration 32016: c =  , s = sxrt}, state = 9
Iteration 32017: c = ), s = s([rr, state = 9
Iteration 32018: c = }, s = ) ] ), state = 9
Iteration 32019: c = e, s = e{(ax, state = 9
Iteration 32020: c = [, s = ((r}(, state = 9
Iteration 32021: c = {, s = s{r)(, state = 9
Iteration 32022: c =  , s = ({} s, state = 9
Iteration 32023: c = a, s = e}])s, state = 9
Iteration 32024: c = a, s = a]]x(, state = 9
Iteration 32025: c = [, s = )  }s, state = 9
Iteration 32026: c = ), s = ]rrax, state = 9
Iteration 32027: c = e, s = r}txt, state = 9
Iteration 32028: c = [, s = rs]ax, state = 9
Iteration 32029: c = }, s = es{} , state = 9
Iteration 32030: c = x, s = }eet , state = 9
Iteration 32031: c = ], s = }[a{), state = 9
Iteration 32032: c = s, s = ( )(], state = 9
Iteration 32033: c = }, s =  )}s[, state = 9
Iteration 32034: c = s, s = asr]a, state = 9
Iteration 32035: c = (, s = (t[ss, state = 9
Iteration 32036: c = }, s = r}][], state = 9
Iteration 32037: c = {, s = (t]][, state = 9
Iteration 32038: c = x, s = (xt) , state = 9
Iteration 32039: c = [, s = ))sxx, state = 9
Iteration 32040: c = a, s = ]} e}, state = 9
Iteration 32041: c = a, s = x{e(x, state = 9
Iteration 32042: c = ], s =  })s(, state = 9
Iteration 32043: c = r, s = aa(x[, state = 9
Iteration 32044: c = a, s = x)sx(, state = 9
Iteration 32045: c =  , s = rrs{], state = 9
Iteration 32046: c = x, s = }(r {, state = 9
Iteration 32047: c = (, s = sxrx}, state = 9
Iteration 32048: c = e, s =  t aa, state = 9
Iteration 32049: c =  , s = ]ttra, state = 9
Iteration 32050: c = [, s = ( s{), state = 9
Iteration 32051: c = ), s = )[]xx, state = 9
Iteration 32052: c = e, s = raaxs, state = 9
Iteration 32053: c = t, s = x{s]], state = 9
Iteration 32054: c = x, s = taas{, state = 9
Iteration 32055: c = e, s = ( {tx, state = 9
Iteration 32056: c = r, s = }(s(), state = 9
Iteration 32057: c = a, s = [xe)e, state = 9
Iteration 32058: c = e, s = }{()s, state = 9
Iteration 32059: c = e, s = (t(xt, state = 9
Iteration 32060: c = x, s = a[]r[, state = 9
Iteration 32061: c = (, s = )]a}t, state = 9
Iteration 32062: c = [, s = t(xr], state = 9
Iteration 32063: c =  , s = ]{)es, state = 9
Iteration 32064: c = ), s = )t]e}, state = 9
Iteration 32065: c = ], s = {t]t], state = 9
Iteration 32066: c = e, s = {x})[, state = 9
Iteration 32067: c = ), s = rt]{e, state = 9
Iteration 32068: c = a, s = ))](a, state = 9
Iteration 32069: c = }, s = s[)}t, state = 9
Iteration 32070: c = [, s = ( tt , state = 9
Iteration 32071: c = e, s = rxaa(, state = 9
Iteration 32072: c = a, s = ssxr{, state = 9
Iteration 32073: c = a, s = [rs]t, state = 9
Iteration 32074: c =  , s =  exe}, state = 9
Iteration 32075: c = x, s = t)][], state = 9
Iteration 32076: c = [, s = t)] s, state = 9
Iteration 32077: c = r, s = )tr(], state = 9
Iteration 32078: c = [, s = xesax, state = 9
Iteration 32079: c = s, s = ree(r, state = 9
Iteration 32080: c =  , s = }][a], state = 9
Iteration 32081: c = e, s = }]a([, state = 9
Iteration 32082: c = x, s = [eass, state = 9
Iteration 32083: c = (, s = tasee, state = 9
Iteration 32084: c = x, s = e}{]), state = 9
Iteration 32085: c = s, s = [ ]{r, state = 9
Iteration 32086: c =  , s = {{[}a, state = 9
Iteration 32087: c = (, s = sasa{, state = 9
Iteration 32088: c = s, s = x { (, state = 9
Iteration 32089: c = t, s = ]sxt], state = 9
Iteration 32090: c = {, s = es)){, state = 9
Iteration 32091: c =  , s = [ax[s, state = 9
Iteration 32092: c = s, s =  sa  , state = 9
Iteration 32093: c = r, s = {et} , state = 9
Iteration 32094: c = [, s = }s([[, state = 9
Iteration 32095: c = s, s = atrs), state = 9
Iteration 32096: c = (, s = ()xrr, state = 9
Iteration 32097: c = x, s = r[}(x, state = 9
Iteration 32098: c = s, s = e)]r(, state = 9
Iteration 32099: c = s, s = trt[s, state = 9
Iteration 32100: c = t, s = [xse , state = 9
Iteration 32101: c = x, s = s)txx, state = 9
Iteration 32102: c = r, s = s(sa{, state = 9
Iteration 32103: c =  , s = a([t[, state = 9
Iteration 32104: c =  , s = st(t(, state = 9
Iteration 32105: c = t, s = s(ar[, state = 9
Iteration 32106: c = e, s = a[ax}, state = 9
Iteration 32107: c = s, s =  }t t, state = 9
Iteration 32108: c = a, s = ) xr{, state = 9
Iteration 32109: c = x, s = t{}[ , state = 9
Iteration 32110: c = ), s = ((s][, state = 9
Iteration 32111: c = s, s = )}t[s, state = 9
Iteration 32112: c = ), s = sa[e), state = 9
Iteration 32113: c = (, s =   as(, state = 9
Iteration 32114: c = ], s = x[[t{, state = 9
Iteration 32115: c =  , s = ]})} , state = 9
Iteration 32116: c = ), s = xe{}t, state = 9
Iteration 32117: c = [, s = [e}{r, state = 9
Iteration 32118: c = (, s = x[}r[, state = 9
Iteration 32119: c = ], s = }xe]a, state = 9
Iteration 32120: c = {, s = t[]}], state = 9
Iteration 32121: c = [, s = {{ea], state = 9
Iteration 32122: c = r, s = }e][(, state = 9
Iteration 32123: c = a, s =  }}sa, state = 9
Iteration 32124: c = }, s = }st}}, state = 9
Iteration 32125: c = x, s = ])) [, state = 9
Iteration 32126: c =  , s =  ax{], state = 9
Iteration 32127: c =  , s = [a[]a, state = 9
Iteration 32128: c = a, s = (ree), state = 9
Iteration 32129: c = {, s =   {ar, state = 9
Iteration 32130: c = ], s = t} }r, state = 9
Iteration 32131: c = x, s = s(tax, state = 9
Iteration 32132: c = r, s = )x[r{, state = 9
Iteration 32133: c = }, s = [xas{, state = 9
Iteration 32134: c = (, s = {]aa(, state = 9
Iteration 32135: c = {, s = ([]}), state = 9
Iteration 32136: c = }, s = txr[s, state = 9
Iteration 32137: c = (, s = r)]e}, state = 9
Iteration 32138: c = t, s = x}}e}, state = 9
Iteration 32139: c = r, s = se}a(, state = 9
Iteration 32140: c = ), s = ] ] s, state = 9
Iteration 32141: c = a, s = sts)t, state = 9
Iteration 32142: c = t, s = er}x], state = 9
Iteration 32143: c = t, s = }{]tt, state = 9
Iteration 32144: c =  , s = et( x, state = 9
Iteration 32145: c = a, s = [[re , state = 9
Iteration 32146: c = ], s = ( )(e, state = 9
Iteration 32147: c = ), s = [)xr(, state = 9
Iteration 32148: c = {, s = e)a)), state = 9
Iteration 32149: c = }, s = sa)te, state = 9
Iteration 32150: c = [, s =  e[{), state = 9
Iteration 32151: c = }, s = eeras, state = 9
Iteration 32152: c = ), s = [( )t, state = 9
Iteration 32153: c = x, s = rrt(a, state = 9
Iteration 32154: c = }, s = ra[  , state = 9
Iteration 32155: c = e, s =  ])}e, state = 9
Iteration 32156: c =  , s = tr[] , state = 9
Iteration 32157: c = [, s = a  ]s, state = 9
Iteration 32158: c = {, s = [r((e, state = 9
Iteration 32159: c = x, s = e]re(, state = 9
Iteration 32160: c = (, s = )as t, state = 9
Iteration 32161: c = s, s = }s)]r, state = 9
Iteration 32162: c = e, s = e[ (], state = 9
Iteration 32163: c =  , s =  etat, state = 9
Iteration 32164: c = t, s = sr)r], state = 9
Iteration 32165: c = ], s = ta{s), state = 9
Iteration 32166: c = (, s = r{{xt, state = 9
Iteration 32167: c = s, s = xrsee, state = 9
Iteration 32168: c = r, s = [ ](r, state = 9
Iteration 32169: c = r, s = [e)e], state = 9
Iteration 32170: c = {, s = )]}s}, state = 9
Iteration 32171: c = {, s = [aaas, state = 9
Iteration 32172: c = x, s = { {{[, state = 9
Iteration 32173: c = (, s = s{})a, state = 9
Iteration 32174: c = x, s =  a{s , state = 9
Iteration 32175: c = e, s = {sxrr, state = 9
Iteration 32176: c = [, s = [sa){, state = 9
Iteration 32177: c = x, s = t}] r, state = 9
Iteration 32178: c = s, s = xr[[x, state = 9
Iteration 32179: c = a, s = xssrr, state = 9
Iteration 32180: c = (, s = r[t s, state = 9
Iteration 32181: c = s, s = atre}, state = 9
Iteration 32182: c = (, s = {))[s, state = 9
Iteration 32183: c = x, s = sx{sx, state = 9
Iteration 32184: c = ), s =  [x r, state = 9
Iteration 32185: c =  , s = a)a}s, state = 9
Iteration 32186: c = {, s = a{ {(, state = 9
Iteration 32187: c = s, s = x}}[}, state = 9
Iteration 32188: c = a, s = xas){, state = 9
Iteration 32189: c =  , s = a)xre, state = 9
Iteration 32190: c = a, s = {as}t, state = 9
Iteration 32191: c = r, s = ex[(), state = 9
Iteration 32192: c = a, s = ([e){, state = 9
Iteration 32193: c =  , s = [r)s}, state = 9
Iteration 32194: c = s, s = ae]r], state = 9
Iteration 32195: c = ), s = {es( , state = 9
Iteration 32196: c = e, s = t {{}, state = 9
Iteration 32197: c = t, s = ])(x{, state = 9
Iteration 32198: c =  , s = ]{(a , state = 9
Iteration 32199: c = ), s = {)ae , state = 9
Iteration 32200: c = {, s = x]txs, state = 9
Iteration 32201: c = x, s = xee)(, state = 9
Iteration 32202: c =  , s = ]rtr , state = 9
Iteration 32203: c =  , s = (s] a, state = 9
Iteration 32204: c = s, s = e)xa}, state = 9
Iteration 32205: c = e, s = }[x)}, state = 9
Iteration 32206: c =  , s = (s s), state = 9
Iteration 32207: c = }, s = (   (, state = 9
Iteration 32208: c = }, s = } )(], state = 9
Iteration 32209: c = s, s = tx)}s, state = 9
Iteration 32210: c =  , s = a} s , state = 9
Iteration 32211: c = s, s = {as) , state = 9
Iteration 32212: c = }, s = [}sxr, state = 9
Iteration 32213: c = (, s = ( }]a, state = 9
Iteration 32214: c = (, s = ]}r t, state = 9
Iteration 32215: c = ), s = ]x sa, state = 9
Iteration 32216: c = }, s = e]ee{, state = 9
Iteration 32217: c = [, s = xa)xe, state = 9
Iteration 32218: c =  , s = )[][], state = 9
Iteration 32219: c = {, s = {x][e, state = 9
Iteration 32220: c = r, s = rx{ta, state = 9
Iteration 32221: c = ], s = x  x[, state = 9
Iteration 32222: c = ), s = )}[ s, state = 9
Iteration 32223: c = e, s = r)ta], state = 9
Iteration 32224: c = r, s = }t{ t, state = 9
Iteration 32225: c = t, s = [])ae, state = 9
Iteration 32226: c = s, s = (a ar, state = 9
Iteration 32227: c = x, s = [}s[r, state = 9
Iteration 32228: c = t, s = [x}tt, state = 9
Iteration 32229: c =  , s = r)a[s, state = 9
Iteration 32230: c = x, s = ([ ]}, state = 9
Iteration 32231: c = [, s = ])}s[, state = 9
Iteration 32232: c = x, s = a{saa, state = 9
Iteration 32233: c = ), s = xa{(}, state = 9
Iteration 32234: c =  , s = aaesa, state = 9
Iteration 32235: c = e, s =  )e} , state = 9
Iteration 32236: c = x, s = ]s({e, state = 9
Iteration 32237: c = (, s = )  )r, state = 9
Iteration 32238: c = e, s =  { xx, state = 9
Iteration 32239: c = r, s = ]r{]r, state = 9
Iteration 32240: c = ], s = x[ x], state = 9
Iteration 32241: c = }, s = e}ate, state = 9
Iteration 32242: c =  , s = {a]][, state = 9
Iteration 32243: c = x, s = x r]s, state = 9
Iteration 32244: c = (, s = )]tr , state = 9
Iteration 32245: c = r, s = )rse , state = 9
Iteration 32246: c = }, s = x[(r(, state = 9
Iteration 32247: c = s, s = {a{t(, state = 9
Iteration 32248: c = a, s = a}]{(, state = 9
Iteration 32249: c = }, s = xe )), state = 9
Iteration 32250: c = ), s = x(x [, state = 9
Iteration 32251: c = ], s = sxe[ , state = 9
Iteration 32252: c = (, s = s)x ), state = 9
Iteration 32253: c = }, s = )[(ax, state = 9
Iteration 32254: c = a, s = ee{ a, state = 9
Iteration 32255: c = r, s = erta(, state = 9
Iteration 32256: c = t, s = ([}s[, state = 9
Iteration 32257: c = s, s = ([}} , state = 9
Iteration 32258: c = [, s = ([[aa, state = 9
Iteration 32259: c = x, s = raxs), state = 9
Iteration 32260: c = s, s = r}e]e, state = 9
Iteration 32261: c = s, s = r[[as, state = 9
Iteration 32262: c = {, s = {[ ]], state = 9
Iteration 32263: c = ], s = et]s , state = 9
Iteration 32264: c = [, s = xt}tt, state = 9
Iteration 32265: c = [, s = s]}ex, state = 9
Iteration 32266: c = x, s = ](xr), state = 9
Iteration 32267: c = x, s = [e) ), state = 9
Iteration 32268: c = x, s = tx}) , state = 9
Iteration 32269: c = r, s = res{e, state = 9
Iteration 32270: c = e, s = ae}t), state = 9
Iteration 32271: c = [, s = aa{s{, state = 9
Iteration 32272: c = s, s = } ][}, state = 9
Iteration 32273: c =  , s = ))][{, state = 9
Iteration 32274: c = [, s = t[tex, state = 9
Iteration 32275: c = s, s = rr]ar, state = 9
Iteration 32276: c = a, s = x{rr , state = 9
Iteration 32277: c = s, s = )r xs, state = 9
Iteration 32278: c = e, s = ]}ax}, state = 9
Iteration 32279: c = ], s = )xr]a, state = 9
Iteration 32280: c =  , s = )(tax, state = 9
Iteration 32281: c = e, s = se[)}, state = 9
Iteration 32282: c =  , s = )(t[], state = 9
Iteration 32283: c = e, s = exx e, state = 9
Iteration 32284: c = t, s = (}}t(, state = 9
Iteration 32285: c = s, s = {et(a, state = 9
Iteration 32286: c = }, s = t{a(s, state = 9
Iteration 32287: c = t, s = a){x), state = 9
Iteration 32288: c = e, s = a}{et, state = 9
Iteration 32289: c = (, s = s[)at, state = 9
Iteration 32290: c = s, s = {(e a, state = 9
Iteration 32291: c = (, s = exx }, state = 9
Iteration 32292: c =  , s = {ts)}, state = 9
Iteration 32293: c = ), s = as(re, state = 9
Iteration 32294: c = [, s = e]{)t, state = 9
Iteration 32295: c = (, s = )aaar, state = 9
Iteration 32296: c = e, s = ]] [s, state = 9
Iteration 32297: c = s, s = a [ae, state = 9
Iteration 32298: c = }, s = s }(t, state = 9
Iteration 32299: c =  , s = (tsx}, state = 9
Iteration 32300: c = [, s = }[ata, state = 9
Iteration 32301: c = [, s = e(s{{, state = 9
Iteration 32302: c = r, s = {}(at, state = 9
Iteration 32303: c = [, s = se}}t, state = 9
Iteration 32304: c = x, s = e{a]], state = 9
Iteration 32305: c = t, s = e t(x, state = 9
Iteration 32306: c = }, s = a{){}, state = 9
Iteration 32307: c = r, s = [eaa{, state = 9
Iteration 32308: c =  , s = a{ e], state = 9
Iteration 32309: c = a, s = x)]sx, state = 9
Iteration 32310: c = x, s = s{rta, state = 9
Iteration 32311: c = (, s = xex{(, state = 9
Iteration 32312: c = [, s = [(txx, state = 9
Iteration 32313: c = (, s = etx{s, state = 9
Iteration 32314: c = (, s = } e{a, state = 9
Iteration 32315: c = {, s = )axx , state = 9
Iteration 32316: c = s, s = }s][[, state = 9
Iteration 32317: c = r, s = {{t{), state = 9
Iteration 32318: c = ), s = x)}sr, state = 9
Iteration 32319: c = a, s = (xes), state = 9
Iteration 32320: c =  , s = ( )}r, state = 9
Iteration 32321: c = e, s = aae(x, state = 9
Iteration 32322: c = e, s = tr[ss, state = 9
Iteration 32323: c = r, s = xax[{, state = 9
Iteration 32324: c = a, s = )xr} , state = 9
Iteration 32325: c =  , s = r}} t, state = 9
Iteration 32326: c = a, s = {xr[}, state = 9
Iteration 32327: c =  , s = t)t(}, state = 9
Iteration 32328: c = s, s = [[{x , state = 9
Iteration 32329: c = }, s = rtsxx, state = 9
Iteration 32330: c =  , s = e e}}, state = 9
Iteration 32331: c = s, s = eea}t, state = 9
Iteration 32332: c = t, s = st)s[, state = 9
Iteration 32333: c = {, s = s{a[], state = 9
Iteration 32334: c = ), s = ]}]](, state = 9
Iteration 32335: c = [, s = [s e}, state = 9
Iteration 32336: c = s, s = rar{t, state = 9
Iteration 32337: c = e, s =  srts, state = 9
Iteration 32338: c = t, s =  r(]s, state = 9
Iteration 32339: c = s, s = a})[ , state = 9
Iteration 32340: c = ], s = [ ]} , state = 9
